"Sequence","Score"
"5/X9/123/1/26X5-X54","124"
"5/1/4/8/1/81X54-/1/2","132"
"X6/-/X18XX1/X6/2","171"
"43X9-9-9/8-X719-6-","111"
"5-XX-/XX6/1/XX5-","182"
"9/X15XX4/2/XX62","170"
"72X4-6/9/7/XX6/3/9","161"
"4/2/9/322763-/X4/26","127"
"XX6/4/2-51XX9/X16","166"
"249/X7/X1/-46/367/1","133"
"8/7/81219/X7/3/X8-","146"
"X53XX6-X9/7163X32","143"
"X266-9/63XX2/519-","129"
"7-4/3353XX5/5/6/9-","138"
"1/3/9-342-31X3-X2/8","108"
"126-53436/31X7261X36","95"
"71X22X-4X1/5/8/X63","136"
"X2/8/9-3/1/7/7/XXX","181"
"-6317242XX1/-/XX-4","130"
"X8/3/9/71-881XXX21","159"
"XX723/X7-417-X6-","133"
"52244/3225-/18XX4/2","114"
"XX2/X2/9-154/-28/5","143"
"X7/X8171X1/638/6-","143"
"XX11633/-/3/817-X3-","114"
"5/5354X-36-X3/8-7/5","115"
"X1/5/X41X9-4261X52","133"
"4/XX-/5/7/9-5/5/X6-","171"
"X4/5-X52269/X52X55","136"
"XX1/3/25X144/X7/9","152"
"1/X9/6/X3/XXX7/1","204"
"5-535322X22-2X6221","74"
"9-8/X36-/4/X352--/9","138"
"X12238/-/72X44714-","95"
"-/4/X6-X9/8-45X6/8","149"
"X179/81XX9-5216-/8","142"
"X9-X8171X43X2/X82","148"
"5/533/18X9-625/9/1/X","129"
"71522/5/2/X1/4/XXX","166"
"2/XXX6/8-536/8/4/6","178"
"9/1/22X222/6-X1841","100"
"422-X43X52814/XX62","129"
"36X9-2/X33-96-X6/7","131"
"421/X8/X2/XX9/8/7","190"
"X8-X42X6/XX712-","143"
"2/3/2/XX3/6/-/X8-","160"
"8/X1/9-4-53-2X81-/2","122"
"3/5/8/XX357/X9-3/2","162"
"529-8-X2/42129-537/-","94"
"X5/6/811/-9-0XXX12","146"
"X9/4443-23/1/XX2/3","137"
"9-7/XX3/34X5/516/X","153"
"34XX8162365/XXX44","172"
"X717/-/-3XX9-9/7-","130"
"638/7/-/X632/X43-/1","139"
"X8/519-X2/X71X-/6","152"
"51X4/X1/7/X811/4/7","162"
"136/7/1/8/6/X-56--4","116"
"-5-314515-7/X5/8/7/3","112"
"X626/X253/-07154X14","112"
"X2/3-XXXX1/X1/7","194"
"1/23XX-/9/X72-/X12","157"
"7281X2-XXXX41X73","156"
"51-24/-581-/X8/2/81","111"
"819/X6-XX-6-/53X27","135"
"9-5/XXXX52311/4/4","170"
"XXX62X5/9-8-X7-","162"
"3/XX3/XX4/7/7/1-","173"
"9/1/X7/XXX62XX-7","190"
"8-71X5/6352X363/5/6","127"
"7/6/4/XX1/629/8/X4-","167"
"9-7/X-/524/X9/61X6-","150"
"62X-09/4-X14X71X34","99"
"XX5/349--/X6/7/41","150"
"71X1-X3/X7/-18--5","104"
"2/X1/9/8-3/6-X7-2/9","150"
"344/XXX51XX4518","165"
"X25XXX9/4-XX25","167"
"167/3/1/72XXX9-45","153"
"7/4/8/X6/X9/4/XX54","190"
"X7/416/3/-/X4/6/6/8","152"
"XX531/X1/XXX9-","198"
"4/-/-/8-X3/7-3-XX91","142"
"3/6/2/-56172633/34X-9","107"
"5152349-213-X8/XX33","114"
"24X9/8-XX9/4/XX64","181"
"-/12XXX635/3/XX41","170"
"171/X2/-4113/8/512/X","123"
"X7/54242/5/719/4/2/4","130"
"8/3/XXX1/X4-161/1","160"
"XXX6/7-7/XX9-X-3","190"
"9/5/9/X8/-/X61355/7","153"
"X7/8/335/21359/156-","103"
"4/X4342XX814/X-/6","162"
"369-6/71XX36X6/3/X","147"
"7/-2XX2/1/9-6/XX9-","161"
"9/2/629/X17457-3/X8-","136"
"9-6/9/X4/9-2/2/XX31","165"
"XXXX176/X2/X17","193"
"6/X814-XX7/5/331/4","147"
"XXX6/X13438-1/2/7","158"
"8/6/9-4-XX2/7-8/-/1","135"
"9/22XX9-711/XX3/5","159"
"X4252XX1/X62X31","134"
"6-9-XX2/X619/8-X-8","145"
"XX182/44211/25X9-","121"
"6/-/5/X35X7/7/9-X-4","150"
"25X727-X9/X41252-","111"
"-83/-6728/5/X7/5/81","130"
"816/X8/-/71XX3/1/1","149"
"-44/338/8/4/-/XX2/6","143"
"X2/4/2-448/XXXX81","183"
"X3/5-8/9/14X35-/32","119"
"6/347-51X1/XXX7/4","164"
"6-XXXX1414X3/7/8","167"
"X6/122/3/3/9/412424","110"
"63X1/X1/187/X346/X","153"
"X139/1/2/4-9/X815/5","122"
"5/X-36/9/6--914X3/X","131"
"XX62XX42X1-X-/3","143"
"9/XXX8/X1/7/4/X22","203"
"9-X41XX545/1/1/7/4","135"
"27X2/9/8-812/-2519-","110"
"72X4/4/X43-/6/9/3/3","148"
"26X243/6/5/71X217/7","119"
"7/XX33141-XX44X32","136"
"4162XX81XX53X6/7","157"
"818/XX6/6/528/9/9-","160"
"4/3/5143XX6/24XX7-","149"
"4-72XX8-1/7/X6/41","143"
"-/X-/9/2-448-XX2/3","144"
"7/X9-X321/XX62X8-","158"
"526--21/7/125/12X8/2","92"
"214/X252/1/X4/X1/1","149"
"23X-07/X16443/451/8","108"
"527/2727XXX4/14X9-","146"
"9/9-338/9/711-8/X8/4","133"
"3/XX361/63818-317/-","127"
"XX5/X6/X7/51X17","172"
"3/51X26X8/7/1453X81","127"
"XXX3/XX1754811-","159"
"4/2/41X61X2/X-6X71","135"
"9/12X2/16455/X9/-1","112"
"6/9/359/X8/52-/8-X52","145"
"7-XX1/9-22-/9/-14/9","129"
"XX359/XXX637/X16","190"
"X2/3/45539-62366-X-7","113"
"63712/X-/-431-471X2-","99"
"XXX-/8-7/176/X-2","149"
"X119/1315XX7/9/5-","121"
"6/1/-/X1/XX-97/6/1","156"
"6/72X455/-/444/X7/1","137"
"X316/X61X9-6/61X7-","130"
"43-/X9-1/3/X2/5/2/6","151"
"XX6/5/26X3/X-/7-","165"
"7/X5-54328/4/2/3/-/1","114"
"6/43XXX81XXX9-","194"
"188/9-X42X43XX62","135"
"X9-2/36XXX1/-/X54","170"
"X269-7-8/XX3/XX36","167"
"316/72118/X71X449-","113"
"X8/XXXXXXX5/6","251"
"7-167/-26/XXXX7/6","169"
"362/158/1/179--/9/7/1","112"
"2-7236X811/8-7-9-8-","98"
"715/2/341/62X8/XX55","149"
"4521X9-4/36456/43X32","107"
"3/7/71XX41XX3344","139"
"-4813/-3X3/X4/X51","128"
"XXX9-X8/3/3/313/6","166"
"X1/3/X3/248/-/8-5/1","138"
"X2/2631-/X9/X185-","137"
"9/34547/XX229/9-X51","133"
"XX4/2/512-8-X4/X1-","138"
"2/6/1/451/2316X72X23","117"
"62-0XX3/1/5-6/27X19","123"
"-/XXX7/X522/X-/3","194"
"44-61/3/81X9-9-14X46","116"
"X63257126XXX4181","134"
"5/7/XXXX341/XX51","205"
"X456-35X8-7/9/5-XX","127"
"2/9/-/4/3-8/45X-1-0","94"
"XXX5/X1/5/XX22","190"
"X3/-34/X1/X5/726/X","159"
"188/X5/X-781XXX23","169"
"1/7/1/54448/8/X9/41","137"
"325-X6/-08-XX8/5-","116"
"3-7-322/X8/XX9-7-","139"
"X7-5-4/XX31XXX23","157"
"53X-/6/633/7/XX6/6","168"
"5/X36223-X4/7/266/5","127"
"5/2/-/353/-517X7/-/X","116"
"-66/XXX511227X-/7","152"
"X4/3-3-X-/X-61/9/1","131"
"-1X8-14-19-X4/3/X71","113"
"-/X9-3/2/8/X11XX54","156"
"X2/8-415/-/XX517-","135"
"X9-6/4/X6/6/3/-2X28","143"
"9-X9/81411/24524/X73","126"
"713-9/7/-/7-XXX81","148"
"44XXX6/X34-/81X62","173"
"X5/2/4/6/6/7-4/XX3-","158"
"X11XX6-54X33459-","111"
"X222/6/35X5217XX71","132"
"5/9/X336/2/XXX71","176"
"XX224-61X4--54/22","90"
"XX6/-/XX6/X4/41","181"
"XX137/X45337/X-/6","149"
"52X6/71X6/-/7/X5-","139"
"XXX-7X1/XX7/X-9","200"
"XX6/2-XX-69/X51","144"
"XX4/4/-/XXX21-/3","169"
"27361/3/XXXX4/5/7","187"
"X5/XX364/X-93/X--","169"
"7/3/4/X811-3-7/2-X12","106"
"X8142XX6326-54/-2","113"
"XXX3/329-5/7--/-/1","145"
"X3/9/-5X453-X6261","118"
"2-X3/2-5/8/236/8-X61","114"
"71349-X9/7/1/X-4X31","124"
"728/6/6/22537/XX2/3","140"
"X5-1/36X7-X63XX8-","140"
"3/5/X145/X-/9-X8/X","163"
"181371-/53XX517/6/8","125"
"7-62XX5/63X9-256-","126"
"X9/X9-138/8/9-1/5/7","150"
"XX1/5/35X1761X72","138"
"X525/2/61X5324XX14","127"
"X3/2/4/818/532/X72","144"
"6/X711/XX7-6/814/8","162"
"1/-/6/X623/-/6345-/8","134"
"248/22459-2163XX3-","91"
"7/251523X21X329-X28","95"
"2/XX9/6/434/5/8/X64","179"
"X5-XX6/811/XX7/3","173"
"211/X8172538/178-6/8","113"
"-224X63X8/44-/-/36","110"
"321653X6/5/4/XX4/3","146"
"3315X1/X9/7/X2/X82","169"
"X6/X528/7-XX16X73","153"
"X2523716-188/X2/2/7","121"
"5/8-53X4/7/44X1/5/2","140"
"3/-/X-/X7/X171563","151"
"-/2/X51X6-4/9/3/5-","128"
"1/X33XX5/-3538/X73","148"
"XX153353636/1/1/X63","127"
"X3323523/22X-95-26","91"
"-3-/223/1-X8/4/X1/2","117"
"22244-6/2/7/6-1/X23","105"
"X-/X9/XXXXXX23","237"
"6/427/X1/-18-63XX23","125"
"XXX6-8172XX8/X27","183"
"2/XX3/2/XX8-5154","164"
"-05/X4/XX7/9/XX19","187"
"71637/XX6242424/X72","140"
"9/X61437/9/1/721/X7-","144"
"XX8/4/1-8/-89/12X63","125"
"XX63X45X8/X9/27","163"
"7/X21267/X2-X9/4/4","126"
"X438/36XX9-3226X12","129"
"X6/81-1XXX-07/1/-","129"
"43X8/9--0634/3/8/X27","134"
"XXX517/3/X727/81","165"
"-/4/246/17X3/4243X82","118"
"X32X6-4/26XX618-","120"
"XXX812253X5-6/2/-","140"
"X7/8/X-0X7-XX-9","140"
"X-/43XXX6321X5-","148"
"137/X8/5/9-9/7-54-/6","136"
"X44XX9-9-5/72163-","128"
"X3/33XX52XXXX45","191"
"1/X9--29/7/-/X8124","131"
"XX7-4/X81X3/4/7/7","167"
"X9/X1/152/6/811/4/6","150"
"7/4/X4/4/8/X5/334/2","157"
"1/5/6/8/619/1/8-5/X-9","148"
"X3/36X1/X15X33X2-","138"
"62X6/23X9/X4/2/X34","154"
"X454/X2/X63X2/-5","151"
"9/5--/XX5/818/7/X46","169"
"-/6/9-X-3X72XXX-2","150"
"7/X51X54XX6/4/34","150"
"9/-5X4/XX1/XX-/7","173"
"1/X6/X4/186/6-9-X-8","149"
"6/521/X635-1-168-9/2","103"
"X9-9/2/XX71413613","131"
"X7/4/23439-5451XX64","128"
"X3/1/X-79/9-1/158-","128"
"X8/9/7/XX5/XX9-","198"
"444/X63XX631/X-/9","169"
"X6/7/XX8-1/X632/1","170"
"9/8/631/326/9-6/X32","129"
"8/7-41XXX313/5/-7","132"
"7/547/9-XXX11X54","145"
"2/X9-X619-715/X8-","135"
"8/X63X53-/XX8-X72","167"
"6/5/4/3/X44XXX9/8","185"
"1-443/1/X-/X81XX72","154"
"X6/X2/9-6/X61XX91","181"
"X817/237115XX-44/9","116"
"3/7/-3XX8/1/5-XX53","152"
"71-/XX8/XXX214/-","174"
"X1/2/3/XXX-18/X61","164"
"X9/-22/132/7-3/2671","99"
"XXX-/272-X4/6/X73","169"
"24X9/63X613242-/26","106"
"2/XXX516/X8/1/X54","187"
"27X725/3/X9/425/23","127"
"X6/4/1-X-/159-9/X44","130"
"3/8143XX17X1872X62","136"
"813/1/5/3/X7/X9/63","153"
"X42X6/35X-/3/X6/7","153"
"626/9/-/X8/6/X7/54","157"
"359/-31/X3/X4/524/X","143"
"XX3121336/X259-X8-","121"
"2672X81XX-6XX26","135"
"X9/-83/54XX9-X9/8","157"
"52X628/6-X2/X81X15","139"
"X621/362/5/1/7/2/5/2","130"
"X7/9-4/71X712/X2/5","154"
"1/-35251XX4/722/8/1","125"
"4/9/XX81X32-/-/6/4","155"
"33XX72-/1/8-23X6/4","137"
"81-/431127XXX-52-","113"
"7/5/5/X8/X2/-/24X4-","152"
"3/8/X4/7/2/8-8-36X81","149"
"X811/7/5/8/XX61-8","156"
"XXX9/X6/8/X7/4/2","203"
"5/X4/7-6-5/7-X6/6/-","140"
"5/3-XX6/1/X4/X9/8","171"
"-57-3/2/8-612/X-/6/-","123"
"XX53815-716-2/X53","125"
"6/52X434/6/XX621/3","147"
"27719/9/525/5/XXX62","167"
"XX-/8-X9--/X815-","147"
"XX8/8-X5/8/421/X42","168"
"X7/54X-/X-231X-/5","137"
"813/5-6/1/3/5/3/21X13","110"
"34-/7/X9-XXX7-4/7","170"
"X9/X5/141/XX7/X12","176"
"X728-422/-/XXXX-5","167"
"7/X441/X621-1/8154","129"
"188-412/X4/35X-/-5","118"
"X-39/9/X-47/1/8/21","117"
"71-07-7-7/5362X9-5/X","101"
"8-3/X2/2/9-XX315/9","148"
"X315/X4/63XX3/13","141"
"2/7/61XXX-9122/X8-","159"
"X5-XXX627-3/X15","151"
"XX8/6/815-X623/35","143"
"XX1/X5-9-XXXX11","183"
"X-/X5/XX6/54XX51","191"
"X1/9/6/XX-133441/8","139"
"X8-258-324/X44X21","108"
"7/X175/9-6/6-XX72","151"
"12XX8-8/7-XXX43","159"
"X9-4/2/X21XX7/4/X","157"
"3/X9/XXX9/228-1/8","181"
"6/8171XX2/X32-/-1","128"
"3/22X5/336/XX6/X42","157"
"X14X9/X9-8/53XX8-","157"
"9-72-/5/XX-7221/5-","121"
"1/X5--/8-3/XXXX72","192"
"8/X-59/3/5363X1/X21","138"
"X31X4/9/X1-X6/45","132"
"XX7/X4/XX5/4/X-1","197"
"X9/351/44146/3/9/-4","114"
"54815--0549/1/X2/18","103"
"7/XX6/2121-/9/4/X14","152"
"2/XX-/XX-/349-X22","163"
"81X443/5/X71X18X81","143"
"X6-3/612/-/9-X7154","118"
"2/3/1/-46344X518-3/6","101"
"3/8/X63XX1/X3416","158"
"X818/2/6/7/-/X2/6/2","151"
"72XXX9-4/2/3/8/X41","174"
"-83/6-2/71-/333-XX9-","125"
"817-7/9/6/6/X522/8/6","145"
"XX6/4/X2/3/2/3-X53","159"
"X367/2/53X723/5/4/-","130"
"1/4/X129/X6/6/1-X36","137"
"81-08/428-X-/9-XX-6","121"
"X7/X11X8-33819/5/3","123"
"6362X26XXX13XX55","157"
"X3/XX9-326/2-XX91","165"
"X23-09/XXX186/54","143"
"1/9/4/72X3/44-/9-X5-","144"
"422/X-/813/9/718-33","131"
"X5/1/X1/3/X45X7/6","168"
"7/X-/6/1-X5/X9-5/-","146"
"3-X9-2-X355/8-6/XX","125"
"X267/X3/7-X36X2/-","148"
"9/XX638/71XX5/35","165"
"72-8X4/X2-XX9--/6","144"
"9-X9-4/XX5/5/X-5","157"
"62639/X8/9/X9/4/8/1","159"
"9/-1X1/26718/213-4/X","97"
"5/XXX-25/X8114X9-","156"
"9/-0XX7/XX1/XXX","188"
"1/434/X9-XX9/-/1/2","151"
"623/8-8/8/X63-/7--2","126"
"7/3-54X-/X6/9-718/2","133"
"-/X7-7-7/168-33X9/3","116"
"14XX8/XX4/X62XX","183"
"XX4/5/XX4/725/X4-","183"
"71813/9--97/9/8/7181","125"
"X1/7/X2/4/9/X3/1/8","179"
"X1/X-0129/XXXX63","178"
"X4/-/6/27427-X7/9/-","129"
"3-XXX6/1/5/X8/XX","185"
"729/X17XX5/9/34X35","157"
"X1/X23-8XXX7/2-","159"
"125215X4/6-2/72X1/5","119"
"XXX3/X2/9-X7/-9","180"
"8-8/XX3/63XXX3/7","186"
"727/X12XX6/8-2/-4","131"
"X2/531/X543/42-/3/8","142"
"726/6/54-/XXX51XX","166"
"-3X633/X9/2/5-4/X61","140"
"8134X266/X-/-/X8/X","152"
"X8/7-X6/X41X-/6/X","160"
"X819/XX1/-/2636X43","145"
"2/3/X2/X9-X45X4/1","160"
"XXXX153254X3336","148"
"X-/X9/9/X311/X61","161"
"3-1/172/X7/4/-/X9-","134"
"XXX2/2/354-4/XX82","177"
"3/-37-71XX625/9-3/7","125"
"72714/X12X5/X4/5/2","140"
"X7/23X26115/32XX81","130"
"XX9-451/X9/6/X72","170"
"8-8/718-2/451/X537/X","130"
"6/X-/4-6216-1XX4/9","137"
"13-11/3-7/1-X9-7/-7","78"
"5/XXX9/8/X6-X4/2","191"
"-1X4/81X71XX18X32","138"
"3/X244/X3/32X63X21","141"
"34X3/5/9-62X8-135/3","121"
"X5/X6/18X71X72-/6","150"
"X2/-/3581346--/5/41","107"
"X7/11XX-/3-5/X8/2","141"
"8/81X5217XX431715","121"
"5-9/XX9--/549/7-2/2","142"
"612/6271X3/9/XXX22","164"
"X9/8/71X8-XX712/X","162"
"-/XXXX-58122X1-","145"
"X21-59-X1371X7/X44","114"
"X7/-/2/XX27727/-/-","141"
"2/7/XXXX72328/5/-","182"
"6/5/5/XX4/9/XXX72","209"
"25X2/XX7/X4/X9/-","184"
"9/X8/X1/6/3/XX8/5","192"
"545/3/3/8-1/8-6/9/52","128"
"7/X-/9-22X5-6/1/X63","142"
"2-4/-/34XX445-XX43","128"
"X8/4/6/XX3/4/-/3/7","167"
"32XX5/-/7/X3/3/32","148"
"7/XXX7/25-/5/2/X71","181"
"7-427/XX819/2-3371","117"
"X6-3/31-14/26X813/8","106"
"X7/31X1/125/XXXX","171"
"532/53XXX1/5/62X8-","159"
"XX1/-/X9/4/-/X-6","157"
"X-89/1/18-37/7-3/7-","108"
"71XXX7/2/7-6/-/9-","159"
"XX17X813-XX5/X37","163"
"118/2/81-6XXX6-X82","145"
"62X525-63349-X3/X26","120"
"54X-96/XX2/1/X8/8","168"
"X62XXX815/XX4/3","189"
"4/X-9X-8XXX439/2","164"
"X3/7/2/X5/X6-XX9-","179"
"2/3-9/3341X2/21X-/1","106"
"522/21XX151/6/616/3","117"
"811/1662XX6/X2/33","140"
"14X5/X5452X22XX54","142"
"81344/X1-6-8/XX5/7","136"
"7231XX7/XXXXX22","206"
"6/3/XX8/X147/X9/8","179"
"XX45X6/XX-9XXX","190"
"2/12X34X3/9-XX44","136"
"12-/7/9-XX9/177/X-X","156"
"2/5/6/9/3/X525/432/9","147"
"9-X-117X43X3/614/1","107"
"25436-1/X-/X4/X3/8","158"
"XX8/XX7-5/7-X2/2","175"
"X712/11X5/335/5/X2-","125"
"9/X2-9/2/XX114-7/5","120"
"XX2/-8X6/X5/1/X82","171"
"63X9/5/6-4-XX2736","129"
"355-X51X239-6/716/4","103"
"X2/X1/1-7/4/15XX63","148"
"455/27X369/X4/XX55","163"
"624/X5/345/XX7-1/5","154"
"-/1/-/5/2/XX817/3/X","157"
"X5/XXX355/2/6/6/3","176"
"X233/8/X9-43X3/9-","141"
"4/116/X8/1/7/3/X4/2","146"
"44X9/XX1/-/2/124/8","143"
"-25/X2/1/1/7/2/8/9-","139"
"XX1/X8/8/8-227-X26","154"
"3/X62368/4/X4/7/X28","166"
"X53-5X-97/-3X8-5/X","118"
"5/7--6X-18-2/72X8/7","113"
"X6/52XX1/X15XX5-","165"
"XX42X2/819-9-3/5-","131"
"1/-/2/-/XX6/3/815/X","158"
"XXX3/-/X-/X-/13","178"
"X6162243/9/X9-X63","133"
"X4/7-9-322/72X3/21","119"
"613/2/5481XX54XX--","135"
"81X5-5/XX44-3X6/6","138"
"343/8/8/8-4/7151441/8","126"
"2/X8/X72X13XXX11","169"
"34X7/2/XX7/2/X5/2","170"
"7/336-XX-/X-/X3/1","156"
"9/XXXXX43X6/1/4","203"
"443/X9/6222XX1/X9-","156"
"XXX7/X6/X3/2/X63","208"
"1/615/-25/X244/2/43","110"
"9-4/8/72XX6--4-/X1-","136"
"X2/3/7/X8-X512/41","137"
"4/9/X9-X9-X54XX34","163"
"3-6/XX5/XXX6271","178"
"X2/X13X2/5--74/1/4","130"
"546/XXXXX9/X81","216"
"138/-/X3/8-4/X6/X5-","155"
"9-X41-38/35-/2/4/4/6","109"
"4/6/-115X8/-6X7/8/2","119"
"81X5/X6/1/2-X-/6/5","145"
"8/X21X7/XX7-4/33","146"
"X7/6/X-/81145/7/5/6","156"
"36XX8/X6/9-6/4/3/-","162"
"6/9-X53-71/9/9/173-","121"
"4/2/X712/XX246/6-","144"
"7-4171626/13-/X271/2","103"
"X-/-/8/35XXXX5/7","191"
"6/9-1461XX1/X43X62","143"
"XXXXX-8X628/X6-","198"
"XX-8217/81X7281-/X","133"
"7-531/XX9-9-X9/6/6","153"
"X9/43138/9--/43712/-","112"
"3131X8/4/-/622/4/X42","126"
"X9-9-618/1/-/9/2/6/8","130"
"8/9-8/2/815/X2/43X35","146"
"5/XX248/X9-XX81","168"
"X-9-4X6181X622/XX","131"
"411453-6X225-X4/6/8","101"
"X5131X17422/4-2/8-","102"
"-2358-819/-/8/329-X7-","99"
"819-8/7/XX9-343-X9-","141"
"X1/5/-29/6/9/2/X8-","140"
"X9-8/XX-98/8-724/5","146"
"7/X8/X62X818/-1X81","144"
"XX72X9-X2/X32-8","151"
"149-3/9/7/XX-87/54","140"
"9--/1/4/3/XXXX63","181"
"XX32XX2/-/3/X9-","156"
"2/9/XX4--/277/8117","137"
"8-X41X544/3371X61","107"
"9--/XX8/5/113/XX22","161"
"X146/X7/X54714-3/3","133"
"X8/6/X9-X6/-/9/X73","173"
"4/6/5-XXX6-X3/34","154"
"X4/XX353/XX2-X42","161"
"6/8/X41XXXX-81-","165"
"X5-35369-4/2/X615/X","122"
"-/-/613/XX9/XX8/3","183"
"X8/41X22XX8-8-8-","127"
"34-/6/X26212/X13X53","128"
"X-75/9-XX9-XX42","155"
"X7/9-637/X8/52X-4","137"
"7/3/5/6/X2/26-12/X26","143"
"XXXX9/1-9-X627/X","176"
"7/4/81XX71354/XX63","167"
"443/5/71X5/7-X4/X72","151"
"9/9/X447/369/44XX23","146"
"6/X9--/2-312/1/719-","111"
"1/5-537/4/4/5/X1/34","131"
"13XXXXXX8/XX64","238"
"XX24X2/9-6/XX27","162"
"X1/X9/X1/-/7-X5/8","172"
"3-3/14X9-X51X3/X15","125"
"12X4-9-XX9-15X61","117"
"XXXX6-X9/629/8/-","180"
"1553X816/-/454/X2/7","132"
"2/5/2/X1/8/8/71XXX","178"
"9/8-15X-/XXXXX3-","198"
"3/XX1/9/36X8/8153","157"
"9-X6/9-XX72815-52","133"
"X-/X2-211/XX3/X-5","155"
"X9/1/4/2-31X182/4/2","117"
"812/5/X2/-263XX1/3","139"
"XX5/-/536/149/269/9","133"
"3/4-X623/X7/X6-62","134"
"6/2/2/X9-1/9-7-7-X5-","129"
"5/1/6352X3/5/X9-8/7","143"
"2/XX23-5538-XX7/3","143"
"X9-8-6/357-4/XX3/7","144"
"X3/53-8X1/81X2/8/8","154"
"7/XX3-7/XXXX-1","171"
"1/17X9-X5/XX6/X44","171"
"-/1/X2/4/6/9/8/8/X55","176"
"3/2-4/8-339/2/6/27XX","115"
"6/5/X72-33/XXXX91","195"
"4/249/8/9-XXX4/7-","162"
"X-8-96/XX9/X3-3/2","152"
"-9-/44-1X9-1/-/1/9-","109"
"7/6/X515242XX213/X","129"
"X5/7-X4/-/7-X9/X6-","154"
"44-/532/4/12-92/1/X55","119"
"6-XXX5/1/9/459-X62","161"
"3/X-07/XXX-7-/62","148"
"5--8X8/X-/XX-5X64","153"
"4343XX2733XX3/1-","125"
"335/XXXX3/X4/61","192"
"9/XX4451X415/X7-","140"
"818/1/X4/6/7-6/4/X81","153"
"X9/6/9-8/6/9-7224X72","142"
"1781X8/XX7/6/6/X81","175"
"34X44X7/-/X258/9/1","137"
"531/X7/5/XXX1/-2","166"
"X7-81727/X61-/-/6/5","127"
"2/7/5/5/634/X1/-/-8","140"
"9/9/7/3/XX4/9/X9/1","183"
"527/9/-2-88/X33141/8","111"
"2/XX4/XX-/8/711/8","185"
"42X9-36X9/2/8/X3-","129"
"5/81XX-6X52353/9/X","140"
"X2/8/1/7/6-53X-281","119"
"6/9/6/81167/9-431/2/4","130"
"516-3-2/X5-X179/44","103"
"1/2/4/X72X5/2/-19-","126"
"X726/-1X5/-2X3-8/1","98"
"X52XXX3/4343X6/8","163"
"XX546/XXX16X5-","168"
"31153/XX72XXX72","170"
"X9--/9/9-8/6/XX22","151"
"X1-812/7/3/728/9/9-","124"
"3/5123718/319-8/2/-4","86"
"71814213XXX9/3-9/-","132"
"51X4/8/6-8/812/526-","121"
"-07-XX4/X8-4/-/X54","146"
"4/7/9/X8/X8/6-7/X72","177"
"X4/X9/7/9-X8/5/X54","179"
"721-3/X152/-4279/-/2","97"
"X8-3/X6-X43269-X31","123"
"X3/2/8-6/X728--2X35","134"
"3/5/X6/248-35X-/X26","147"
"72421/X-44/XXX8/-","161"
"X9/1/XX4/727-X9/9","167"
"17447/253/XXX345-","137"
"615-6/7/XXX1/3/8-","159"
"-/5/XX4-XX8-X8/X","171"
"XX9/5/72X8/X1/-5","165"
"X2/5-9/X6/X9-1-X64","149"
"71XX-/2563X184/9/7","140"
"X11X45XX8-6/726/X","142"
"X45X-/X9/9/X1/4-","165"
"53XX512/X4/17XX71","159"
"X2-542/1/44316/3/X-6","109"
"6/XXX3/225/6/9-81","162"
"537/348/21XX416/X71","125"
"81819/549-7-X1/X1/1","129"
"9/1--/X7/8/X-/X9-","158"
"X6-54XX5/3/X1/X63","168"
"81X44X-/X53358--/9","136"
"X7-3/6/23-/X8/X-/4","151"
"45XX6/21XXX633-","157"
"8/XX81625/X6/9/X63","182"
"1/8/1/X-51/52X81X23","134"
"8/X9-XX81X8-226/X","154"
"9-8/X9-XXX-8XX16","171"
"358/3/7-1/-/-/544/-/3","112"
"X81X543/72622/8/X6-","144"
"X5/X9/2/XXX1/-4","177"
"7/813/X339/X725/3/X","150"
"7--/-9-1XX27X7171","111"
"X-6X31424/X129/63","107"
"XXX3/-/X4/811/8-","176"
"XX8/X71XX1/XXX","205"
"5/3/3/X1/X623-XX-4","149"
"81X238-1/147/9-813/X","110"
"X2/6/7/XXX5/X27","196"
"7/7/3-24-71/X9-7/X73","134"
"2/7/6/6/X427-9-5/X91","147"
"1-2/9/X536/5/3/14X23","125"
"XX4/X6/43X9/X71","171"
"X4/24815/3/XX-3X11","128"
"-17/6/XXX-/9-1/X28","175"
"X9/4/7/2/72X627/X12","148"
"3/XX9-XX432/7/9/-","171"
"812/5/43X21X2/XX73","148"
"3-X5/X-4XXX51-8","146"
"-1XX7/X31X188161","130"
"4-4/7/-08/X-/5-X-2","105"
"XX348/8-9/X72XX1-","153"
"7-8-9/619/XXX1/4/9","162"
"X8-4/4-1/8-26814-2/7","108"
"7/4422X7/3/9/X8131","130"
"12457263X9-X7-278/-","101"
"6/1-X5/9-7/6/8/X3/2","146"
"X4/81XXX-/16XX24","173"
"-/32XXXXX1341X27","171"
"X9/XXX6/X9/XXX","226"
"4352XX-/7-3/9/713/3","135"
"3/X52XX2/9/X812/2","165"
"9-51729/X9/549--/X7-","134"
"1/53X5/516-26XX3/3","134"
"-/XXXX269-X9-X82","185"
"9/6/7/X4454X115/X71","140"
"44459-1/X16X6/XX27","151"
"41X5/-0X-/6/-7XX12","122"
"X6/-3XX33712/9/X9-","144"
"275/X7/XX8-6/8-3/9","168"
"25365/8-X3381XXX21","138"
"15XXX626/8-9/-0-5","129"
"4/633/-4-/XX4/XX-1","154"
"XX5/4/7/XXX2552","179"
"8--/-3X9-X7/6/3/X43","135"
"X27X15XX9/X3/X73","179"
"-/9-1/6/6/622/X4-8-","130"
